Comments,Type
អញឃេីញថាក្មេងៗចេញមការពាររឿងនេះ​ ភាគច្រេីនជាមនុស្សស្រីនិងជាខ្ទេីយដែលគាំទ្រចម្រៀងហ្នឹងទេ​ ចុះអាឯងប្រុសៗហ្នឹងស្អីដែរ​ ហាសហា។,1
សាលាបណ្ដុះភាពឡប់,1
ការរៀន ក៏រៀន ការរៀនបែបកំសាន្ត ក៏មាន នែ! រៀនខ្លះ កំសាន្តខ្លះ មិនមែន កំសាន្តអត់បង្រៀនទេ គេធ្វើគ្រូគេដឹងណាស់ ថាសិស្សត្រូវការអ្វីបន្ទាប់ពីរៀនចប់ឫ ចុងម៉ោងសិក្សា ? គ្រូគាត់ធ្វើបែបដើម្បីអោយសិស្សមិនធុញនិងការរៀន អោយ មានចិត្ត កាន់តែចង់រៀន បន្ថែម ព្រោះការរៀនមិនស្… See more,0
អ្នកផុសនឹងអ្នកខំមិននឹងបើបង្រៀខ្លួនឯងបានដឹង ក្មេងសម័យឥឡូវពិបាកបង្រៀនណាស់ គ្រូធ្វើគ្រប់យ៉ាងឲ្យតែសិស្សចេះ ពេលខ្លះវាជាពេលដែលទាញសិស្សឲ្យចាប់អារម្មណ៍មុនពេលរៀនឬពេលជិតចេញទៅផ្ទះធ្វើបែបនេះដើម្បីទាញសិស្សឲ្យចូលចិត្តរៀន គ្មាននរណាមករៀនយកទេ សូម្បីសកលវិទ្យល័យក៏គ្រូមានតិចនិចដែរ,0
គេបង្រៀនបែបនេះមានច្រើនរបៀបណាស់ដែរអាចធ្វើឲ្យក្មេងៗចាប់បាននូវពាក្យដែលខ្លួនបានច្រៀងក្នុងបទចម្រៀង ម៉្យាងទៀតក៏ជួយបង្កើននូវបរិយាកាសដល់ក្មេងៗឲ្យមានភាពសប្បាយក្នុងការរៀនសូត្រមិនមានភាពស្មុកស្មាញដល់សិស្សនឹងមិនធ្វើឲ្យសិស្សមានភាពធុញទ្រាន់នៅពេលរៀន។,0
កាលនៅរៀនអញក៏បានទទួលនូវការកំសាន្តអារម្មណ៍បែបនឹងដែល ហើយអញមិនមែនត្រឹមតែបានកំសាន្តបែបនឹងទេ វាជួយឲ្យអញស្ដាប់បានភាសា English ( អង់គ្លេស ) នឹងយល់ដឹងអត្ថន័យនៅក្នុងចម្រៀងមកដល់សព្វថ្ងៃនេះផងដែល។,0
ពុងលាស់រវើកៗហើយតើ រឿងអីមិនបណ្តុះមិច,0
គាត់ update វីធីរៀនតាមបែប kinesthetic learning style ។ ព្រោះពេលខ្លះវិធីរៀនពីមុនមិនសូវបានផល សិស្សមិនបានបញ្ចេញសកម្មភាពរាងកាយ ធ្វើឲ្យធុញទ្រាន់ សិស្សពិបាកចងចាំ សិស្សមិនចូលចិត្តរៀន ។,0
នេះគ្រាន់តែខ្ញុំធ្លាប់រៀនអងគ្លេសកាលពី10ឆ្នាំមុនហើយពេលមិនមានម៉ោងរៀនគ្រូបង្រៀននៅទីនោះតែងតែនាំសិស្សច្រៀងរាំបទបរទេសមើលតុក្កតាលេងល្បែងសប្បាយៗជុំគ្នាហើយអីលូវនៅមានទៀតខ្ញុំក៏មិនដឹងដូចគ្នាហើយសាលាដែរខ្ញុំធ្លាប់រៀននឹងគ្រូៗសឹងតែជនជាតិបារាំងហើយគ្រូជនជាតិខ្មែរក៏មានហ… See more,0
ពេលទៅរៀន យូរៗគ្រូបង្កើតភាពសប្បាយម្តងទើបក្មេងមានទឹកចិត្តរៀន ហើយចម្រៀងភាសាបរទេស បើយកអោយក្មេងច្រៀងក៏ល្អដែរព្រោះប្រហែលជាគាត់ចង់សាកសមត្ថភាពភាសាអង់គ្លេសរបស់សិស្ស ល្អរឺមិនល្អ កុំផុសអោយតម្លៃគ្រូធ្លាក់ចុះគ្រាន់តែចម្រៀងមួយបទ,0
ម៉ោងរៀនគេរៀន ម៉ោងកំសាន្តគេកំសាន្តមានអីត្រូវខុស,0
ទាល់តែរៀនលើភ្នំ រហូតដល់កើតសតិអារម្មណ៍ដូចក្រុមមួយចំនួនចឹងបានសម សម័យនេះហើយគេរៀនម៉េចក៏បានឲ្យតែចេះយកចំណេះមកអភិវឌ្ឍមិនមែនមកអង្គុយទើសគេចឹងទេ,0
ដកស្រងយករឿងប៉ុន្នឹង មករិះគន់ មិនចុះទៅសួនាំក្មេងដែររៀន ចេះប៉ុណ្នា មើលទៅគ្មានខុសស្អីទេ បើថា ផឹកសុីស្រែកច្រៀងឡូឡា អាវាសែ សមនិង ឆ្ងល់ ឬមួយបបួលក្មេងៗ រត់ចូលព្រៃ ឡើងភ្នំ ផ្លុំខ្យល់ បានល្អ មែន,0
គ្រូអត់ /គ្រប់ទឹក,1
សាលាឯកជន(អង់គ្លេស)មួយចំនួន គេមានម៉ោងដែលរៀនច្រៀងដើម្បីឲ្យសិស្សចេះបញ្ចេញសំឡេងនិងវេយ្យាករណ៍បានត្រឹមត្រូវ។ អត់មានអីខុសទេ បើសាលាគេស្ដង់ដារត្រឹមត្រូវឥឡូវគេមានថ្នាក់តូរ្យតន្ត្រីផង កាលខ្ញុំរៀន8-10ឆ្នាំមុនក៏គ្រូឲ្យរៀនច្រៀងដែរកុំជោរពេក...។,0
សភាពឆ្គួតទ្បប់ លែងដឹងខុសត្រូវអស់ហើយ,1
សម័យខ្ញុំរៀនបឋមរៀនគួរអង់គ្លេសក៏គ្រូបបួលសិស្សច្រៀងចឹងដែលតែក្នុងមួយអាទិត្យម្ដងចុងម៉ោង ធ្វើបែបនិងមិនចម្លែកទេ,0
គ្រាន់តែច្រៀងបទអង់គ្លេសសោះមែនអីត្រូវខុស ដើម្បីកុំឱ្យសិស្សធុញ កាលញុមរៀនក៏ច្រៀងចឹងដែរ អត់យល់អ្នកជ្រុលនិយមមួយចំនួន,0
កូនព្រហ្មចេញមកភ្លើសុត(យាយលេង),1
ភ្លើចឹងសោះបានមិនចេះ English. ភ្លើហើយខ្លៅទៀត ចឹងបានក្ររហាម,0
ស្តេចទេីស,0
អានាក់ផុសបានបែក អញ់អោយតែ ចុងសប្ដាហ៍អញ់ចឹងដែរហើយ,1
គួរដៀលថាមិច?,0
មិនមើលគេនិយាយទេអី break time  សាលាស្តង់ដារដូចAii ក៏1អាទិត្យមាន2ថ្ងៃដែល ដែរអោយសិស្សច្រៀង&amp;មើលកុន,0
គ្រូហ្នឹងក៏ចឹងទៀត ក្រសួងអប់រំ យុវជន នឹង កីឡា គួរតែមានវិធានការលើគ្រូម្នាក់នេះផង,0
ត្រឹមត្រូវហា មីអាយះចំក្ដាលក្ដួយ,1
ចង់ក្អួតពេលចូលមើល profile អ្នកផុស,0
អាចចុងម៉ោងគ្រូច្រៀងមុនបែកពីសិស្ស (ម៉ោងកំសាន្ត),0
អុីអើយអុី,0
ប្រើ fb ធ្វើអីបើមេអ្នកឯងចេះហោះចេះហើរ ផលិត page នឹង app មួយទៅ,0
មិនបាច់អោយកូនរៀនទេអុី ស្តាប់តែព្រហ្មនិងទៅតិចទៀតកូនអុីបាននិទ្ទេសAហើយ,0
ចូលមើលប្រូហ្វាល់ហើយខ្ជិលបញ្ចេញមតិ,0
បងៗណាអត់ចូលចិត្តកណ្ដឹងរួយ report ចោលទៅជេទម្រាំខាតពេលធ្វើអី,1
មើលមុខអ្នកផុស កូនព្រំសោះ  កាលមកផ្ទះវិញអុីនៅអង្គុយដល់ណាទៀត មករកលុយសងធនាគារ។,0
ម៉ា មីចុយម្រាយវាមិចង៉ែង មីឡានកិនអៃយៈក្តួយនេះ ង៉ែងអីក៏សម្បូររឿងទេីសម្លេស? ជិវិតមីង៉ែងគ្មានរសជាតិទេឬ? ង៉ែងអីក៏ប្រកាន់ច្រេីនម្លេស មីតៃហោង,1
ណ្ហើយ ចាំមើលក្មេងៗដែរថារៀនល្អ ចេញមករស់ក្នុងសង្គមនេះកើតអត់? ឬនៅលើកោះ?,0
ទាល់ទៅរៀនអំពីទឹកលិចពិភពលោកនៅលើភ្នំគូលែនហើយគេបង្រៀនឲ្យស្អប់ម៉ែឪប្រពន្ធកូន បងប្អូនសាច់ញាតិនឹងមែនបានគេហៅថាល្អ,0
